doctor_id,specialization,experience_years,performance_rating,department
D26135,Gastroenterology,40,4.5,Gastroenterology
D26136,Cardiology,12,2.41,Cardiology
D26137,Orthopedics,2,1.55,Orthopedics
D26138,Oncology,40,1.93,Oncology
D26139,Oncology,38,2.5,Oncology
D26140,Emergency,33,1.54,Emergency
D26141,Orthopedics,10,1.56,Orthopedics
D26142,Emergency,11,1.53,Emergency
D26143,Emergency,16,1.79,Emergency
D26144,Orthopedics,8,2.23,Orthopedics
D26145,Urology,4,3.67,Urology
D26146,Cardiology,28,2.89,Cardiology
D26147,Urology,17,3.24,Urology
D26148,Cardiology,18,3.19,Cardiology
D26149,Oncology,5,4.87,Oncology
D26150,Gastroenterology,8,3.1,Gastroenterology
D26151,Gastroenterology,5,3.33,Gastroenterology
D26152,Urology,35,4.07,Urology
D26153,Urology,23,3.57,Urology
D26154,Urology,22,1.46,Urology
D26155,Pediatrics,2,1.28,Pediatrics
D26156,Neurology,36,1.22,Neurology
D26157,Orthopedics,3,2.47,Orthopedics
D26158,Cardiology,28,1.95,Cardiology
D26159,Gastroenterology,23,4.45,Gastroenterology
D26160,Cardiology,9,4.57,Cardiology
D26161,Urology,19,2.78,Urology
D26162,Pediatrics,23,3.06,Pediatrics
D26163,Urology,13,1.76,Urology
D26164,Cardiology,9,1.3,Cardiology
D26165,Neurology,5,2.07,Neurology
D26166,Gastroenterology,40,2.0,Gastroenterology
D26167,Neurology,30,3.34,Neurology
D26168,Orthopedics,23,2.24,Orthopedics
D26169,Oncology,33,1.61,Oncology
D26170,Pediatrics,21,4.7,Pediatrics
D26171,Neurology,13,1.2,Neurology
D26172,Pediatrics,12,3.6,Pediatrics
D26173,Urology,22,2.31,Urology
D26174,Oncology,4,3.63,Oncology
D26175,Cardiology,9,2.79,Cardiology
D26176,Neurology,31,4.91,Neurology
D26177,Neurology,2,1.68,Neurology
D26178,Emergency,36,1.63,Emergency
D26179,Gastroenterology,11,2.17,Gastroenterology
D26180,Cardiology,29,1.96,Cardiology
D26181,Neurology,36,3.92,Neurology
D26182,Neurology,34,3.04,Neurology
D26183,Cardiology,9,2.77,Cardiology
D26184,Oncology,12,2.67,Oncology
D26185,Pediatrics,21,3.35,Pediatrics
D26186,Cardiology,5,4.97,Cardiology
D26187,Pediatrics,7,3.54,Pediatrics
D26188,Oncology,37,4.32,Oncology
D26189,Oncology,3,3.5,Oncology
D26190,Orthopedics,15,4.3,Orthopedics
D26191,Urology,19,3.14,Urology
D26192,Emergency,3,1.36,Emergency
D26193,Oncology,20,2.66,Oncology
D26194,Orthopedics,15,4.83,Orthopedics
D26195,Orthopedics,38,4.1,Orthopedics
D26196,Orthopedics,11,3.73,Orthopedics
D26197,Oncology,14,1.64,Oncology
D26198,Pediatrics,4,1.34,Pediatrics
D26199,Oncology,35,2.07,Oncology
D26200,Cardiology,8,3.96,Cardiology
D26201,Urology,21,3.62,Urology
D26202,Urology,35,1.26,Urology
D26203,Cardiology,4,1.25,Cardiology
D26204,Neurology,36,2.22,Neurology
D26205,Oncology,14,4.88,Oncology
D26206,Gastroenterology,3,1.59,Gastroenterology
D26207,Emergency,20,2.65,Emergency
D26208,Orthopedics,8,3.51,Orthopedics
D26209,Oncology,14,3.31,Oncology
D26210,Urology,1,2.46,Urology
D26211,Emergency,20,1.84,Emergency
D26212,Gastroenterology,14,4.72,Gastroenterology
D26213,Neurology,28,1.17,Neurology
D26214,Pediatrics,39,1.46,Pediatrics
D26215,Pediatrics,9,1.43,Pediatrics
D26216,Gastroenterology,23,2.9,Gastroenterology
D26217,Oncology,16,3.78,Oncology
D26218,Oncology,27,2.95,Oncology
D26219,Emergency,40,3.71,Emergency
D26220,Emergency,8,4.33,Emergency
D26221,Neurology,28,1.12,Neurology
D26222,Oncology,18,4.8,Oncology
D26223,Urology,34,4.18,Urology
D26224,Pediatrics,2,1.78,Pediatrics
D26225,Neurology,24,3.37,Neurology
D26226,Orthopedics,10,2.92,Orthopedics
D26227,Emergency,40,2.35,Emergency
D26228,Orthopedics,8,4.68,Orthopedics
D26229,Urology,5,3.58,Urology
D26230,Oncology,3,2.74,Oncology
D26231,Cardiology,33,4.11,Cardiology
D26232,Emergency,30,2.67,Emergency
D26233,Neurology,39,4.91,Neurology
D26234,Cardiology,7,3.38,Cardiology
D26235,Urology,21,1.4,Urology
D26236,Orthopedics,38,3.32,Orthopedics
D26237,Gastroenterology,13,3.63,Gastroenterology
D26238,Pediatrics,25,1.62,Pediatrics
D26239,Gastroenterology,2,3.99,Gastroenterology
D26240,Gastroenterology,2,3.71,Gastroenterology
D26241,Gastroenterology,2,1.27,Gastroenterology
D26242,Urology,15,2.57,Urology
D26243,Pediatrics,15,4.79,Pediatrics
D26244,Urology,18,1.53,Urology
D26245,Gastroenterology,5,3.0,Gastroenterology
D26246,Emergency,26,4.11,Emergency
D26247,Gastroenterology,30,1.42,Gastroenterology
D26248,Emergency,14,4.26,Emergency
D26249,Neurology,5,3.21,Neurology
D26250,Gastroenterology,40,2.55,Gastroenterology
D26251,Cardiology,21,1.43,Cardiology
D26252,Urology,8,2.67,Urology
D26253,Gastroenterology,6,3.5,Gastroenterology
D26254,Urology,26,4.01,Urology
D26255,Orthopedics,4,2.87,Orthopedics
D26256,Gastroenterology,30,2.99,Gastroenterology
D26257,Cardiology,35,3.95,Cardiology
D26258,Gastroenterology,27,2.57,Gastroenterology
D26259,Oncology,27,1.44,Oncology
D26260,Neurology,5,4.53,Neurology
D26261,Orthopedics,40,4.64,Orthopedics
D26262,Urology,11,2.54,Urology
D26263,Orthopedics,35,4.95,Orthopedics
D26264,Neurology,11,2.58,Neurology
D26265,Urology,38,3.98,Urology
D26266,Urology,38,3.02,Urology
D26267,Oncology,5,4.88,Oncology
D26268,Gastroenterology,37,4.69,Gastroenterology
D26269,Emergency,37,3.99,Emergency
D26270,Neurology,26,4.84,Neurology
D26271,Cardiology,33,1.53,Cardiology
D26272,Neurology,33,4.28,Neurology
D26273,Gastroenterology,23,2.33,Gastroenterology
D26274,Oncology,7,4.18,Oncology
D26275,Pediatrics,32,4.19,Pediatrics
D26276,Orthopedics,9,3.79,Orthopedics
D26277,Pediatrics,16,2.63,Pediatrics
D26278,Oncology,9,1.39,Oncology
D26279,Orthopedics,28,4.02,Orthopedics
D26280,Gastroenterology,23,2.15,Gastroenterology
D26281,Oncology,12,1.77,Oncology
D26282,Emergency,9,1.15,Emergency
D26283,Neurology,12,4.37,Neurology
D26284,Gastroenterology,9,2.82,Gastroenterology
D26285,Orthopedics,19,2.99,Orthopedics
D26286,Neurology,36,3.34,Neurology
D26287,Pediatrics,33,3.82,Pediatrics
D26288,Gastroenterology,13,2.87,Gastroenterology
D26289,Cardiology,2,4.36,Cardiology
D26290,Neurology,40,3.71,Neurology
D26291,Urology,25,4.09,Urology
D26292,Orthopedics,13,1.77,Orthopedics
D26293,Urology,13,4.44,Urology
D26294,Emergency,33,4.32,Emergency
D26295,Orthopedics,27,4.04,Orthopedics
D26296,Gastroenterology,40,1.19,Gastroenterology
D26297,Orthopedics,37,4.44,Orthopedics
D26298,Emergency,19,2.7,Emergency
D26299,Orthopedics,22,4.71,Orthopedics
D26300,Gastroenterology,17,1.67,Gastroenterology
D26301,Pediatrics,2,1.33,Pediatrics
D26302,Cardiology,12,1.78,Cardiology
D26303,Cardiology,33,1.07,Cardiology
D26304,Oncology,28,3.51,Oncology
D26305,Emergency,26,1.17,Emergency
D26306,Gastroenterology,25,4.48,Gastroenterology
D26307,Neurology,28,3.51,Neurology
D26308,Urology,31,1.44,Urology
D26309,Neurology,31,1.32,Neurology
D26310,Urology,27,2.18,Urology
D26311,Pediatrics,1,2.29,Pediatrics
D26312,Urology,35,1.55,Urology
D26313,Neurology,33,1.68,Neurology
D26314,Orthopedics,1,3.69,Orthopedics
D26315,Neurology,9,2.94,Neurology
D26316,Cardiology,33,3.35,Cardiology
D26317,Gastroenterology,37,3.88,Gastroenterology
D26318,Cardiology,15,4.23,Cardiology
D26319,Emergency,15,1.93,Emergency
D26320,Orthopedics,29,4.04,Orthopedics
D26321,Neurology,21,1.4,Neurology
D26322,Orthopedics,18,1.22,Orthopedics
D26323,Orthopedics,16,3.03,Orthopedics
D26324,Gastroenterology,29,3.9,Gastroenterology
D26325,Pediatrics,27,4.86,Pediatrics
D26326,Urology,15,2.7,Urology
D26327,Emergency,9,2.67,Emergency
D26328,Oncology,28,3.4,Oncology
D26329,Orthopedics,2,4.74,Orthopedics
D26330,Oncology,21,3.74,Oncology
D26331,Gastroenterology,11,4.22,Gastroenterology
D26332,Urology,32,3.07,Urology
D26333,Urology,22,3.73,Urology
D26334,Gastroenterology,35,1.48,Gastroenterology
D26335,Urology,16,2.83,Urology
D26336,Cardiology,31,4.49,Cardiology
D26337,Urology,10,1.65,Urology
D26338,Oncology,40,4.16,Oncology
D26339,Urology,36,4.69,Urology
D26340,Neurology,21,4.67,Neurology
D26341,Gastroenterology,8,4.87,Gastroenterology
D26342,Pediatrics,33,1.71,Pediatrics
D26343,Oncology,40,4.72,Oncology
D26344,Pediatrics,22,3.82,Pediatrics
D26345,Oncology,30,5.0,Oncology
D26346,Orthopedics,23,4.74,Orthopedics
D26347,Emergency,15,3.7,Emergency
D26348,Neurology,26,4.65,Neurology
D26349,Oncology,16,2.07,Oncology
D26350,Orthopedics,10,4.19,Orthopedics
D26351,Neurology,36,3.1,Neurology
D26352,Oncology,28,4.2,Oncology
D26353,Pediatrics,26,4.6,Pediatrics
D26354,Pediatrics,31,3.85,Pediatrics
D26355,Gastroenterology,18,3.21,Gastroenterology
D26356,Oncology,17,1.13,Oncology
D26357,Oncology,32,3.13,Oncology
D26358,Cardiology,39,1.75,Cardiology
D26359,Neurology,5,4.47,Neurology
D26360,Neurology,29,3.59,Neurology
D26361,Neurology,36,1.99,Neurology
D26362,Neurology,39,2.58,Neurology
D26363,Emergency,11,2.28,Emergency
D26364,Emergency,33,4.69,Emergency
D26365,Orthopedics,4,4.76,Orthopedics
D26366,Urology,33,4.36,Urology
D26367,Oncology,1,2.33,Oncology
D26368,Oncology,21,4.03,Oncology
D26369,Oncology,17,3.35,Oncology
D26370,Oncology,34,2.27,Oncology
D26371,Neurology,29,4.72,Neurology
D26372,Neurology,3,2.8,Neurology
D26373,Emergency,24,2.0,Emergency
D26374,Pediatrics,34,1.9,Pediatrics
D26375,Cardiology,2,3.59,Cardiology
D26376,Neurology,31,3.6,Neurology
D26377,Neurology,40,4.77,Neurology
D26378,Gastroenterology,7,1.46,Gastroenterology
D26379,Neurology,29,1.76,Neurology
D26380,Pediatrics,11,1.87,Pediatrics
D26381,Pediatrics,25,2.55,Pediatrics
D26382,Emergency,19,3.06,Emergency
D26383,Neurology,11,2.84,Neurology
D26384,Orthopedics,35,4.68,Orthopedics
D26385,Gastroenterology,33,3.72,Gastroenterology
D26386,Cardiology,5,4.21,Cardiology
D26387,Oncology,35,4.4,Oncology
D26388,Neurology,3,3.07,Neurology
D26389,Emergency,31,3.48,Emergency
D26390,Emergency,12,2.27,Emergency
D26391,Orthopedics,4,4.05,Orthopedics
D26392,Cardiology,32,3.63,Cardiology
D26393,Gastroenterology,24,3.13,Gastroenterology
D26394,Urology,36,1.96,Urology
D26395,Emergency,2,4.53,Emergency
D26396,Pediatrics,5,2.11,Pediatrics
D26397,Pediatrics,12,3.0,Pediatrics
D26398,Oncology,25,3.83,Oncology
D26399,Emergency,24,1.72,Emergency
D26400,Gastroenterology,25,4.69,Gastroenterology
D26401,Oncology,18,1.47,Oncology
D26402,Emergency,20,4.0,Emergency
D26403,Cardiology,33,4.4,Cardiology
D26404,Neurology,29,3.56,Neurology
D26405,Gastroenterology,29,1.34,Gastroenterology
D26406,Emergency,22,1.24,Emergency
D26407,Gastroenterology,12,3.96,Gastroenterology
D26408,Urology,34,3.77,Urology
D26409,Gastroenterology,4,4.86,Gastroenterology
D26410,Gastroenterology,5,4.4,Gastroenterology
D26411,Pediatrics,10,1.29,Pediatrics
D26412,Cardiology,22,2.53,Cardiology
D26413,Neurology,25,3.42,Neurology
D26414,Neurology,1,1.42,Neurology
D26415,Pediatrics,10,1.96,Pediatrics
D26416,Gastroenterology,15,1.58,Gastroenterology
D26417,Neurology,40,3.41,Neurology
D26418,Oncology,31,3.83,Oncology
D26419,Cardiology,17,1.73,Cardiology
D26420,Urology,12,4.44,Urology
D26421,Pediatrics,5,2.15,Pediatrics
D26422,Emergency,38,4.46,Emergency
D26423,Emergency,39,3.64,Emergency
D26424,Emergency,9,3.78,Emergency
D26425,Orthopedics,17,2.43,Orthopedics
D26426,Cardiology,29,4.44,Cardiology
D26427,Urology,17,3.5,Urology
D26428,Neurology,14,2.87,Neurology
D26429,Urology,20,1.78,Urology
D26430,Urology,27,1.25,Urology
D26431,Pediatrics,39,4.85,Pediatrics
D26432,Cardiology,20,4.88,Cardiology
D26433,Emergency,23,3.18,Emergency
D26434,Pediatrics,9,2.67,Pediatrics
D26435,Neurology,19,4.27,Neurology
D26436,Urology,32,2.63,Urology
D26437,Gastroenterology,12,2.74,Gastroenterology
D26438,Emergency,2,4.59,Emergency
D26439,Orthopedics,36,2.3,Orthopedics
D26440,Cardiology,21,2.05,Cardiology
D26441,Oncology,40,4.77,Oncology
D26442,Orthopedics,11,1.33,Orthopedics
D26443,Urology,28,1.51,Urology
D26444,Urology,12,2.92,Urology
D26445,Urology,5,4.88,Urology
D26446,Urology,15,4.63,Urology
D26447,Emergency,32,4.19,Emergency
D26448,Cardiology,17,3.71,Cardiology
D26449,Orthopedics,36,3.28,Orthopedics
D26450,Pediatrics,14,3.34,Pediatrics
D26451,Emergency,9,3.48,Emergency
D26452,Cardiology,17,1.85,Cardiology
D26453,Orthopedics,7,1.09,Orthopedics
D26454,Pediatrics,32,1.97,Pediatrics
D26455,Urology,6,4.2,Urology
D26456,Cardiology,16,1.13,Cardiology
D26457,Urology,2,4.06,Urology
D26458,Gastroenterology,10,3.27,Gastroenterology
D26459,Cardiology,4,3.44,Cardiology
D26460,Neurology,5,1.54,Neurology
D26461,Oncology,37,3.29,Oncology
D26462,Urology,39,1.23,Urology
D26463,Urology,26,4.18,Urology
D26464,Urology,30,4.1,Urology
D26465,Neurology,2,3.86,Neurology
D26466,Emergency,18,1.1,Emergency
D26467,Pediatrics,7,1.62,Pediatrics
D26468,Urology,23,1.84,Urology
D26469,Urology,20,3.05,Urology
D26470,Orthopedics,15,4.26,Orthopedics
D26471,Orthopedics,28,1.69,Orthopedics
D26472,Emergency,3,3.05,Emergency
D26473,Emergency,3,4.37,Emergency
D26474,Oncology,12,2.49,Oncology
D26475,Cardiology,34,2.83,Cardiology
D26476,Urology,36,3.01,Urology
D26477,Cardiology,8,3.76,Cardiology
D26478,Gastroenterology,9,2.3,Gastroenterology
D26479,Emergency,35,2.72,Emergency
D26480,Emergency,24,3.99,Emergency
D26481,Oncology,24,2.69,Oncology
D26482,Pediatrics,35,3.66,Pediatrics
D26483,Neurology,11,2.1,Neurology
D26484,Neurology,6,4.65,Neurology
D26485,Neurology,25,4.21,Neurology
D26486,Emergency,1,4.66,Emergency
D26487,Urology,9,1.49,Urology
D26488,Orthopedics,12,3.09,Orthopedics
D26489,Oncology,13,1.39,Oncology
D26490,Pediatrics,29,1.1,Pediatrics
D26491,Gastroenterology,32,4.39,Gastroenterology
D26492,Neurology,31,2.13,Neurology
D26493,Oncology,26,3.62,Oncology
D26494,Orthopedics,40,3.55,Orthopedics
D26495,Orthopedics,24,4.51,Orthopedics
D26496,Emergency,15,2.73,Emergency
D26497,Neurology,6,4.93,Neurology
D26498,Pediatrics,29,2.56,Pediatrics
D26499,Gastroenterology,31,4.75,Gastroenterology
D26500,Cardiology,16,4.98,Cardiology
D26501,Orthopedics,10,1.14,Orthopedics
D26502,Orthopedics,40,2.93,Orthopedics
D26503,Gastroenterology,4,1.88,Gastroenterology
D26504,Orthopedics,29,2.93,Orthopedics
D26505,Pediatrics,8,3.79,Pediatrics
D26506,Gastroenterology,40,1.15,Gastroenterology
D26507,Urology,11,4.21,Urology
D26508,Neurology,1,1.61,Neurology
D26509,Neurology,37,2.87,Neurology
D26510,Cardiology,23,2.91,Cardiology
D26511,Gastroenterology,30,3.13,Gastroenterology
D26512,Cardiology,15,1.17,Cardiology
D26513,Gastroenterology,29,2.66,Gastroenterology
D26514,Neurology,24,1.61,Neurology
D26515,Urology,9,2.29,Urology
D26516,Orthopedics,11,1.28,Orthopedics
D26517,Gastroenterology,15,3.03,Gastroenterology
D26518,Cardiology,38,2.74,Cardiology
D26519,Emergency,26,2.89,Emergency
D26520,Orthopedics,37,3.35,Orthopedics
D26521,Neurology,24,1.6,Neurology
D26522,Pediatrics,22,4.99,Pediatrics
D26523,Pediatrics,18,4.18,Pediatrics
D26524,Orthopedics,9,2.47,Orthopedics
D26525,Urology,29,3.86,Urology
D26526,Emergency,32,2.46,Emergency
D26527,Cardiology,12,4.72,Cardiology
D26528,Gastroenterology,17,4.79,Gastroenterology
D26529,Neurology,25,4.99,Neurology
D26530,Pediatrics,14,2.0,Pediatrics
D26531,Pediatrics,25,1.52,Pediatrics
D26532,Pediatrics,27,2.14,Pediatrics
D26533,Pediatrics,13,2.01,Pediatrics
D26534,Oncology,37,2.97,Oncology
D26535,Urology,10,1.15,Urology
D26536,Cardiology,9,3.15,Cardiology
D26537,Neurology,13,1.59,Neurology
D26538,Neurology,7,1.8,Neurology
D26539,Neurology,14,1.13,Neurology
D26540,Cardiology,36,3.91,Cardiology
D26541,Urology,40,1.54,Urology
D26542,Orthopedics,5,3.35,Orthopedics
D26543,Orthopedics,13,4.53,Orthopedics
D26544,Emergency,20,2.13,Emergency
D26545,Gastroenterology,28,1.17,Gastroenterology
D26546,Orthopedics,15,2.9,Orthopedics
D26547,Gastroenterology,39,2.56,Gastroenterology
D26548,Urology,21,2.85,Urology
D26549,Pediatrics,17,1.18,Pediatrics
D26550,Gastroenterology,6,2.49,Gastroenterology
D26551,Pediatrics,25,1.22,Pediatrics
D26552,Urology,10,4.69,Urology
D26553,Urology,14,2.95,Urology
D26554,Cardiology,19,4.8,Cardiology
D26555,Cardiology,11,1.45,Cardiology
D26556,Oncology,32,2.48,Oncology
D26557,Neurology,10,2.9,Neurology
D26558,Oncology,34,4.96,Oncology
D26559,Neurology,29,1.52,Neurology
D26560,Pediatrics,29,3.96,Pediatrics
D26561,Oncology,22,4.8,Oncology
D26562,Oncology,14,3.12,Oncology
D26563,Emergency,2,4.78,Emergency
D26564,Urology,12,1.93,Urology
D26565,Cardiology,22,2.15,Cardiology
D26566,Oncology,1,1.15,Oncology
D26567,Cardiology,12,3.44,Cardiology
D26568,Neurology,12,3.29,Neurology
D26569,Oncology,4,3.62,Oncology
D26570,Neurology,17,4.5,Neurology
D26571,Orthopedics,19,3.32,Orthopedics
D26572,Orthopedics,1,1.68,Orthopedics
D26573,Oncology,17,1.12,Oncology
D26574,Orthopedics,34,1.23,Orthopedics
D26575,Gastroenterology,7,3.51,Gastroenterology
D26576,Pediatrics,33,3.81,Pediatrics
D26577,Emergency,6,2.2,Emergency
D26578,Neurology,6,4.12,Neurology
D26579,Urology,32,2.31,Urology
D26580,Urology,28,3.62,Urology
D26581,Pediatrics,37,4.63,Pediatrics
D26582,Orthopedics,29,1.78,Orthopedics
D26583,Pediatrics,30,4.35,Pediatrics
D26584,Orthopedics,22,1.04,Orthopedics
D26585,Gastroenterology,5,4.13,Gastroenterology
D26586,Urology,29,2.0,Urology
D26587,Neurology,2,1.04,Neurology
D26588,Urology,10,1.05,Urology
D26589,Emergency,20,2.8,Emergency
D26590,Oncology,18,1.44,Oncology
D26591,Orthopedics,35,3.01,Orthopedics
D26592,Emergency,36,4.26,Emergency
D26593,Gastroenterology,18,3.5,Gastroenterology
D26594,Gastroenterology,12,4.12,Gastroenterology
D26595,Orthopedics,25,3.11,Orthopedics
D26596,Orthopedics,36,3.63,Orthopedics
D26597,Urology,20,3.49,Urology
D26598,Oncology,11,1.68,Oncology
D26599,Urology,20,2.57,Urology
D26600,Emergency,33,3.78,Emergency
D26601,Emergency,10,3.81,Emergency
D26602,Orthopedics,25,1.79,Orthopedics
D26603,Neurology,10,3.24,Neurology
D26604,Neurology,24,1.38,Neurology
D26605,Emergency,33,4.03,Emergency
D26606,Oncology,34,3.9,Oncology
D26607,Orthopedics,15,4.08,Orthopedics
D26608,Gastroenterology,40,1.5,Gastroenterology
D26609,Neurology,24,2.27,Neurology
D26610,Neurology,15,2.25,Neurology
D26611,Cardiology,10,1.67,Cardiology
D26612,Cardiology,5,1.17,Cardiology
D26613,Neurology,22,3.73,Neurology
D26614,Urology,37,3.38,Urology
D26615,Oncology,31,2.54,Oncology
D26616,Pediatrics,23,2.45,Pediatrics
D26617,Neurology,11,2.18,Neurology
D26618,Cardiology,10,1.46,Cardiology
D26619,Oncology,35,2.2,Oncology
D26620,Oncology,22,3.3,Oncology
D26621,Cardiology,22,1.07,Cardiology
D26622,Orthopedics,37,1.62,Orthopedics
D26623,Oncology,27,2.87,Oncology
D26624,Orthopedics,1,1.77,Orthopedics
D26625,Oncology,5,1.73,Oncology
D26626,Cardiology,11,2.4,Cardiology
D26627,Emergency,33,2.5,Emergency
D26628,Neurology,16,2.02,Neurology
D26629,Urology,40,1.53,Urology
D26630,Orthopedics,30,3.08,Orthopedics
D26631,Pediatrics,28,3.26,Pediatrics
D26632,Urology,29,2.35,Urology
D26633,Emergency,16,4.46,Emergency
D26634,Gastroenterology,1,4.43,Gastroenterology
D26635,Emergency,8,4.91,Emergency
D26636,Oncology,4,3.13,Oncology
D26637,Urology,36,3.67,Urology
D26638,Orthopedics,18,4.91,Orthopedics
D26639,Orthopedics,19,4.49,Orthopedics
D26640,Emergency,36,4.16,Emergency
D26641,Urology,9,4.38,Urology
D26642,Emergency,26,3.46,Emergency
D26643,Pediatrics,2,4.53,Pediatrics
D26644,Emergency,3,4.5,Emergency
D26645,Urology,28,3.38,Urology
D26646,Oncology,20,2.39,Oncology
D26647,Urology,19,2.98,Urology
D26648,Cardiology,19,1.01,Cardiology
D26649,Urology,37,4.87,Urology
D26650,Pediatrics,15,2.33,Pediatrics
D26651,Neurology,6,3.09,Neurology
D26652,Pediatrics,1,4.34,Pediatrics
D26653,Pediatrics,13,1.68,Pediatrics
D26654,Emergency,3,4.62,Emergency
D26655,Pediatrics,8,1.68,Pediatrics
D26656,Urology,23,1.44,Urology
D26657,Orthopedics,28,3.85,Orthopedics
D26658,Neurology,33,2.61,Neurology
D26659,Orthopedics,34,2.43,Orthopedics
D26660,Gastroenterology,34,2.81,Gastroenterology
D26661,Oncology,25,2.7,Oncology
D26662,Gastroenterology,1,1.27,Gastroenterology
D26663,Pediatrics,7,1.16,Pediatrics
D26664,Orthopedics,38,2.67,Orthopedics
D26665,Urology,28,1.37,Urology
D26666,Emergency,17,1.93,Emergency
D26667,Emergency,38,4.41,Emergency
D26668,Oncology,30,2.04,Oncology
D26669,Oncology,1,4.69,Oncology
D26670,Urology,28,2.77,Urology
D26671,Oncology,36,3.34,Oncology
D26672,Orthopedics,18,1.91,Orthopedics
D26673,Orthopedics,2,1.08,Orthopedics
D26674,Oncology,33,2.79,Oncology
D26675,Emergency,7,3.54,Emergency
D26676,Urology,39,1.77,Urology
D26677,Neurology,18,4.67,Neurology
D26678,Oncology,7,1.75,Oncology
D26679,Urology,4,4.0,Urology
D26680,Pediatrics,17,3.32,Pediatrics
D26681,Emergency,19,1.24,Emergency
D26682,Neurology,5,2.82,Neurology
D26683,Orthopedics,39,1.53,Orthopedics
D26684,Emergency,38,2.43,Emergency
D26685,Emergency,37,3.05,Emergency
D26686,Orthopedics,13,2.37,Orthopedics
D26687,Cardiology,12,2.03,Cardiology
D26688,Urology,37,2.81,Urology
D26689,Orthopedics,4,3.47,Orthopedics
D26690,Pediatrics,25,4.49,Pediatrics
D26691,Oncology,31,3.31,Oncology
D26692,Pediatrics,40,2.01,Pediatrics
D26693,Urology,15,4.74,Urology
D26694,Orthopedics,28,1.71,Orthopedics
D26695,Emergency,11,2.01,Emergency
D26696,Orthopedics,29,1.43,Orthopedics
D26697,Cardiology,5,3.46,Cardiology
D26698,Urology,2,1.61,Urology
D26699,Neurology,20,1.46,Neurology
D26700,Neurology,22,4.15,Neurology
D26701,Urology,40,3.85,Urology
D26702,Oncology,27,4.49,Oncology
D26703,Pediatrics,21,3.26,Pediatrics
D26704,Pediatrics,20,2.03,Pediatrics
D26705,Oncology,32,3.95,Oncology
D26706,Cardiology,36,2.9,Cardiology
D26707,Emergency,3,2.91,Emergency
D26708,Gastroenterology,8,1.77,Gastroenterology
D26709,Gastroenterology,30,4.01,Gastroenterology
D26710,Emergency,4,4.46,Emergency
D26711,Neurology,7,2.67,Neurology
D26712,Cardiology,24,1.84,Cardiology
D26713,Oncology,9,1.56,Oncology
D26714,Gastroenterology,34,1.5,Gastroenterology
D26715,Urology,35,2.31,Urology
D26716,Orthopedics,9,4.17,Orthopedics
D26717,Pediatrics,39,4.67,Pediatrics
D26718,Orthopedics,15,4.21,Orthopedics
D26719,Urology,12,2.52,Urology
D26720,Pediatrics,4,3.54,Pediatrics
D26721,Urology,17,1.54,Urology
D26722,Oncology,9,4.02,Oncology
